budget_id,budget_month,account_code,cost_centre_code,product_code,entity_code,region_code,budget_version,budget_currency,budget_amount,source_system,load_date
BUD26-009704,2026-03-01,6650,CC110,P000,ENT02,REG04,FY26 Approved,GBP,371.56,Planning System,2026-09-18
BUD26-009705,2026-03-01,6650,CC110,P000,ENT03,REG01,FY26 Approved,GBP,309.63,Planning System,2026-09-18
BUD26-009706,2026-03-01,6650,CC110,P000,ENT03,REG02,FY26 Approved,GBP,387.04,Planning System,2026-09-18
BUD26-009707,2026-03-01,6650,CC110,P000,ENT03,REG03,FY26 Approved,GBP,2864.10,Planning System,2026-09-18
BUD26-009708,2026-03-01,6650,CC110,P000,ENT03,REG04,FY26 Approved,GBP,309.63,Planning System,2026-09-18
BUD26-009709,2026-03-01,6650,CC110,P000,ENT04,REG01,FY26 Approved,GBP,247.71,Planning System,2026-09-18
BUD26-009710,2026-03-01,6650,CC110,P000,ENT04,REG02,FY26 Approved,GBP,309.63,Planning System,2026-09-18
BUD26-009711,2026-03-01,6650,CC110,P000,ENT04,REG03,FY26 Approved,GBP,371.56,Planning System,2026-09-18
BUD26-009712,2026-03-01,6650,CC110,P000,ENT04,REG04,FY26 Approved,GBP,2167.42,Planning System,2026-09-18
BUD26-009713,2026-03-01,6650,CC120,P000,ENT01,REG01,FY26 Approved,GBP,9934.03,Planning System,2026-09-18
BUD26-009714,2026-03-01,6650,CC120,P000,ENT01,REG02,FY26 Approved,GBP,1702.98,Planning System,2026-09-18
BUD26-009715,2026-03-01,6650,CC120,P000,ENT01,REG03,FY26 Approved,GBP,1419.15,Planning System,2026-09-18
BUD26-009716,2026-03-01,6650,CC120,P000,ENT01,REG04,FY26 Approved,GBP,1135.32,Planning System,2026-09-18
BUD26-009717,2026-03-01,6650,CC120,P000,ENT02,REG01,FY26 Approved,GBP,464.45,Planning System,2026-09-18
BUD26-009718,2026-03-01,6650,CC120,P000,ENT02,REG02,FY26 Approved,GBP,3344.03,Planning System,2026-09-18
BUD26-009719,2026-03-01,6650,CC120,P000,ENT02,REG03,FY26 Approved,GBP,464.45,Planning System,2026-09-18
BUD26-009720,2026-03-01,6650,CC120,P000,ENT02,REG04,FY26 Approved,GBP,371.56,Planning System,2026-09-18
BUD26-009721,2026-03-01,6650,CC120,P000,ENT03,REG01,FY26 Approved,GBP,309.63,Planning System,2026-09-18
BUD26-009722,2026-03-01,6650,CC120,P000,ENT03,REG02,FY26 Approved,GBP,387.04,Planning System,2026-09-18
BUD26-009723,2026-03-01,6650,CC120,P000,ENT03,REG03,FY26 Approved,GBP,2864.10,Planning System,2026-09-18
BUD26-009724,2026-03-01,6650,CC120,P000,ENT03,REG04,FY26 Approved,GBP,309.63,Planning System,2026-09-18
BUD26-009725,2026-03-01,6650,CC120,P000,ENT04,REG01,FY26 Approved,GBP,247.71,Planning System,2026-09-18
BUD26-009726,2026-03-01,6650,CC120,P000,ENT04,REG02,FY26 Approved,GBP,309.63,Planning System,2026-09-18
BUD26-009727,2026-03-01,6650,CC120,P000,ENT04,REG03,FY26 Approved,GBP,371.56,Planning System,2026-09-18
BUD26-009728,2026-03-01,6650,CC120,P000,ENT04,REG04,FY26 Approved,GBP,2167.42,Planning System,2026-09-18
BUD26-009729,2026-03-01,6650,CC140,P000,ENT01,REG01,FY26 Approved,GBP,9934.03,Planning System,2026-09-18
BUD26-009730,2026-03-01,6650,CC140,P000,ENT01,REG02,FY26 Approved,GBP,1702.98,Planning System,2026-09-18
BUD26-009731,2026-03-01,6650,CC140,P000,ENT01,REG03,FY26 Approved,GBP,1419.15,Planning System,2026-09-18
BUD26-009732,2026-03-01,6650,CC140,P000,ENT01,REG04,FY26 Approved,GBP,1135.32,Planning System,2026-09-18
BUD26-009733,2026-03-01,6650,CC140,P000,ENT02,REG01,FY26 Approved,GBP,464.45,Planning System,2026-09-18
BUD26-009734,2026-03-01,6650,CC140,P000,ENT02,REG02,FY26 Approved,GBP,3344.03,Planning System,2026-09-18
BUD26-009735,2026-03-01,6650,CC140,P000,ENT02,REG03,FY26 Approved,GBP,464.45,Planning System,2026-09-18
BUD26-009736,2026-03-01,6650,CC140,P000,ENT02,REG04,FY26 Approved,GBP,371.56,Planning System,2026-09-18
BUD26-009737,2026-03-01,6650,CC140,P000,ENT03,REG01,FY26 Approved,GBP,309.63,Planning System,2026-09-18
BUD26-009738,2026-03-01,6650,CC140,P000,ENT03,REG02,FY26 Approved,GBP,387.04,Planning System,2026-09-18
BUD26-009739,2026-03-01,6650,CC140,P000,ENT03,REG03,FY26 Approved,GBP,2864.10,Planning System,2026-09-18
BUD26-009740,2026-03-01,6650,CC140,P000,ENT03,REG04,FY26 Approved,GBP,309.63,Planning System,2026-09-18
BUD26-009741,2026-03-01,6650,CC140,P000,ENT04,REG01,FY26 Approved,GBP,247.71,Planning System,2026-09-18
BUD26-009742,2026-03-01,6650,CC140,P000,ENT04,REG02,FY26 Approved,GBP,309.63,Planning System,2026-09-18
BUD26-009743,2026-03-01,6650,CC140,P000,ENT04,REG03,FY26 Approved,GBP,371.56,Planning System,2026-09-18
BUD26-009744,2026-03-01,6650,CC140,P000,ENT04,REG04,FY26 Approved,GBP,2167.42,Planning System,2026-09-18
BUD26-009745,2026-03-01,6660,CC120,P000,ENT01,REG01,FY26 Approved,GBP,29802.08,Planning System,2026-09-18
BUD26-009746,2026-03-01,6660,CC120,P000,ENT01,REG02,FY26 Approved,GBP,5108.93,Planning System,2026-09-18
BUD26-009747,2026-03-01,6660,CC120,P000,ENT01,REG03,FY26 Approved,GBP,4257.44,Planning System,2026-09-18
BUD26-009748,2026-03-01,6660,CC120,P000,ENT01,REG04,FY26 Approved,GBP,3405.95,Planning System,2026-09-18
BUD26-009749,2026-03-01,6660,CC120,P000,ENT02,REG01,FY26 Approved,GBP,1393.34,Planning System,2026-09-18
BUD26-009750,2026-03-01,6660,CC120,P000,ENT02,REG02,FY26 Approved,GBP,10032.08,Planning System,2026-09-18
BUD26-009751,2026-03-01,6660,CC120,P000,ENT02,REG03,FY26 Approved,GBP,1393.34,Planning System,2026-09-18
BUD26-009752,2026-03-01,6660,CC120,P000,ENT02,REG04,FY26 Approved,GBP,1114.68,Planning System,2026-09-18
BUD26-009753,2026-03-01,6660,CC120,P000,ENT03,REG01,FY26 Approved,GBP,928.90,Planning System,2026-09-18
BUD26-009754,2026-03-01,6660,CC120,P000,ENT03,REG02,FY26 Approved,GBP,1161.12,Planning System,2026-09-18
BUD26-009755,2026-03-01,6660,CC120,P000,ENT03,REG03,FY26 Approved,GBP,8592.29,Planning System,2026-09-18
BUD26-009756,2026-03-01,6660,CC120,P000,ENT03,REG04,FY26 Approved,GBP,928.90,Planning System,2026-09-18
BUD26-009757,2026-03-01,6660,CC120,P000,ENT04,REG01,FY26 Approved,GBP,743.12,Planning System,2026-09-18
BUD26-009758,2026-03-01,6660,CC120,P000,ENT04,REG02,FY26 Approved,GBP,928.90,Planning System,2026-09-18
BUD26-009759,2026-03-01,6660,CC120,P000,ENT04,REG03,FY26 Approved,GBP,1114.68,Planning System,2026-09-18
BUD26-009760,2026-03-01,6660,CC120,P000,ENT04,REG04,FY26 Approved,GBP,6502.27,Planning System,2026-09-18
BUD26-009761,2026-03-01,6700,CC130,P000,ENT01,REG01,FY26 Approved,GBP,53643.74,Planning System,2026-09-18
BUD26-009762,2026-03-01,6700,CC130,P000,ENT01,REG02,FY26 Approved,GBP,9196.07,Planning System,2026-09-18
BUD26-009763,2026-03-01,6700,CC130,P000,ENT01,REG03,FY26 Approved,GBP,7663.39,Planning System,2026-09-18
BUD26-009764,2026-03-01,6700,CC130,P000,ENT01,REG04,FY26 Approved,GBP,6130.71,Planning System,2026-09-18
BUD26-009765,2026-03-01,6700,CC130,P000,ENT02,REG01,FY26 Approved,GBP,2508.02,Planning System,2026-09-18
BUD26-009766,2026-03-01,6700,CC130,P000,ENT02,REG02,FY26 Approved,GBP,18057.74,Planning System,2026-09-18
BUD26-009767,2026-03-01,6700,CC130,P000,ENT02,REG03,FY26 Approved,GBP,2508.02,Planning System,2026-09-18
BUD26-009768,2026-03-01,6700,CC130,P000,ENT02,REG04,FY26 Approved,GBP,2006.42,Planning System,2026-09-18
BUD26-009769,2026-03-01,6700,CC130,P000,ENT03,REG01,FY26 Approved,GBP,1672.01,Planning System,2026-09-18
BUD26-009770,2026-03-01,6700,CC130,P000,ENT03,REG02,FY26 Approved,GBP,2090.02,Planning System,2026-09-18
BUD26-009771,2026-03-01,6700,CC130,P000,ENT03,REG03,FY26 Approved,GBP,15466.12,Planning System,2026-09-18
BUD26-009772,2026-03-01,6700,CC130,P000,ENT03,REG04,FY26 Approved,GBP,1672.01,Planning System,2026-09-18
BUD26-009773,2026-03-01,6700,CC130,P000,ENT04,REG01,FY26 Approved,GBP,1337.61,Planning System,2026-09-18
BUD26-009774,2026-03-01,6700,CC130,P000,ENT04,REG02,FY26 Approved,GBP,1672.01,Planning System,2026-09-18
BUD26-009775,2026-03-01,6700,CC130,P000,ENT04,REG03,FY26 Approved,GBP,2006.42,Planning System,2026-09-18
BUD26-009776,2026-03-01,6700,CC130,P000,ENT04,REG04,FY26 Approved,GBP,11704.09,Planning System,2026-09-18
BUD26-009777,2026-03-01,6710,CC130,P000,ENT01,REG01,FY26 Approved,GBP,32782.29,Planning System,2026-09-18
BUD26-009778,2026-03-01,6710,CC130,P000,ENT01,REG02,FY26 Approved,GBP,5619.82,Planning System,2026-09-18
BUD26-009779,2026-03-01,6710,CC130,P000,ENT01,REG03,FY26 Approved,GBP,4683.18,Planning System,2026-09-18
BUD26-009780,2026-03-01,6710,CC130,P000,ENT01,REG04,FY26 Approved,GBP,3746.55,Planning System,2026-09-18
BUD26-009781,2026-03-01,6710,CC130,P000,ENT02,REG01,FY26 Approved,GBP,1532.68,Planning System,2026-09-18
BUD26-009782,2026-03-01,6710,CC130,P000,ENT02,REG02,FY26 Approved,GBP,11035.28,Planning System,2026-09-18
BUD26-009783,2026-03-01,6710,CC130,P000,ENT02,REG03,FY26 Approved,GBP,1532.68,Planning System,2026-09-18
BUD26-009784,2026-03-01,6710,CC130,P000,ENT02,REG04,FY26 Approved,GBP,1226.14,Planning System,2026-09-18
BUD26-009785,2026-03-01,6710,CC130,P000,ENT03,REG01,FY26 Approved,GBP,1021.79,Planning System,2026-09-18
BUD26-009786,2026-03-01,6710,CC130,P000,ENT03,REG02,FY26 Approved,GBP,1277.23,Planning System,2026-09-18
BUD26-009787,2026-03-01,6710,CC130,P000,ENT03,REG03,FY26 Approved,GBP,9451.52,Planning System,2026-09-18
BUD26-009788,2026-03-01,6710,CC130,P000,ENT03,REG04,FY26 Approved,GBP,1021.79,Planning System,2026-09-18
BUD26-009789,2026-03-01,6710,CC130,P000,ENT04,REG01,FY26 Approved,GBP,817.43,Planning System,2026-09-18
BUD26-009790,2026-03-01,6710,CC130,P000,ENT04,REG02,FY26 Approved,GBP,1021.79,Planning System,2026-09-18
BUD26-009791,2026-03-01,6710,CC130,P000,ENT04,REG03,FY26 Approved,GBP,1226.14,Planning System,2026-09-18
BUD26-009792,2026-03-01,6710,CC130,P000,ENT04,REG04,FY26 Approved,GBP,7152.50,Planning System,2026-09-18
BUD26-009793,2026-03-01,6720,CC130,P000,ENT01,REG01,FY26 Approved,GBP,20861.46,Planning System,2026-09-18
BUD26-009794,2026-03-01,6720,CC130,P000,ENT01,REG02,FY26 Approved,GBP,3576.25,Planning System,2026-09-18
BUD26-009795,2026-03-01,6720,CC130,P000,ENT01,REG03,FY26 Approved,GBP,2980.21,Planning System,2026-09-18
BUD26-009796,2026-03-01,6720,CC130,P000,ENT01,REG04,FY26 Approved,GBP,2384.17,Planning System,2026-09-18
BUD26-009797,2026-03-01,6720,CC130,P000,ENT02,REG01,FY26 Approved,GBP,975.34,Planning System,2026-09-18
BUD26-009798,2026-03-01,6720,CC130,P000,ENT02,REG02,FY26 Approved,GBP,7022.45,Planning System,2026-09-18
BUD26-009799,2026-03-01,6720,CC130,P000,ENT02,REG03,FY26 Approved,GBP,975.34,Planning System,2026-09-18
BUD26-009800,2026-03-01,6720,CC130,P000,ENT02,REG04,FY26 Approved,GBP,780.27,Planning System,2026-09-18
BUD26-009801,2026-03-01,6720,CC130,P000,ENT03,REG01,FY26 Approved,GBP,650.23,Planning System,2026-09-18
BUD26-009802,2026-03-01,6720,CC130,P000,ENT03,REG02,FY26 Approved,GBP,812.78,Planning System,2026-09-18
BUD26-009803,2026-03-01,6720,CC130,P000,ENT03,REG03,FY26 Approved,GBP,6014.60,Planning System,2026-09-18
BUD26-009804,2026-03-01,6720,CC130,P000,ENT03,REG04,FY26 Approved,GBP,650.23,Planning System,2026-09-18
BUD26-009805,2026-03-01,6720,CC130,P000,ENT04,REG01,FY26 Approved,GBP,520.18,Planning System,2026-09-18
BUD26-009806,2026-03-01,6720,CC130,P000,ENT04,REG02,FY26 Approved,GBP,650.23,Planning System,2026-09-18
BUD26-009807,2026-03-01,6720,CC130,P000,ENT04,REG03,FY26 Approved,GBP,780.27,Planning System,2026-09-18
BUD26-009808,2026-03-01,6720,CC130,P000,ENT04,REG04,FY26 Approved,GBP,4551.59,Planning System,2026-09-18
BUD26-009809,2026-03-01,6730,CC130,P000,ENT01,REG01,FY26 Approved,GBP,26821.87,Planning System,2026-09-18
BUD26-009810,2026-03-01,6730,CC130,P000,ENT01,REG02,FY26 Approved,GBP,4598.04,Planning System,2026-09-18
BUD26-009811,2026-03-01,6730,CC130,P000,ENT01,REG03,FY26 Approved,GBP,3831.70,Planning System,2026-09-18
BUD26-009812,2026-03-01,6730,CC130,P000,ENT01,REG04,FY26 Approved,GBP,3065.36,Planning System,2026-09-18
BUD26-009813,2026-03-01,6730,CC130,P000,ENT02,REG01,FY26 Approved,GBP,1254.01,Planning System,2026-09-18
BUD26-009814,2026-03-01,6730,CC130,P000,ENT02,REG02,FY26 Approved,GBP,9028.87,Planning System,2026-09-18
BUD26-009815,2026-03-01,6730,CC130,P000,ENT02,REG03,FY26 Approved,GBP,1254.01,Planning System,2026-09-18
BUD26-009816,2026-03-01,6730,CC130,P000,ENT02,REG04,FY26 Approved,GBP,1003.21,Planning System,2026-09-18
BUD26-009817,2026-03-01,6730,CC130,P000,ENT03,REG01,FY26 Approved,GBP,836.01,Planning System,2026-09-18
BUD26-009818,2026-03-01,6730,CC130,P000,ENT03,REG02,FY26 Approved,GBP,1045.01,Planning System,2026-09-18
BUD26-009819,2026-03-01,6730,CC130,P000,ENT03,REG03,FY26 Approved,GBP,7733.06,Planning System,2026-09-18
BUD26-009820,2026-03-01,6730,CC130,P000,ENT03,REG04,FY26 Approved,GBP,836.01,Planning System,2026-09-18
BUD26-009821,2026-03-01,6730,CC130,P000,ENT04,REG01,FY26 Approved,GBP,668.81,Planning System,2026-09-18
BUD26-009822,2026-03-01,6730,CC130,P000,ENT04,REG02,FY26 Approved,GBP,836.01,Planning System,2026-09-18
BUD26-009823,2026-03-01,6730,CC130,P000,ENT04,REG03,FY26 Approved,GBP,1003.21,Planning System,2026-09-18
BUD26-009824,2026-03-01,6730,CC130,P000,ENT04,REG04,FY26 Approved,GBP,5852.04,Planning System,2026-09-18
BUD26-009825,2026-03-01,6740,CC130,P000,ENT01,REG01,FY26 Approved,GBP,14901.04,Planning System,2026-09-18
BUD26-009826,2026-03-01,6740,CC130,P000,ENT01,REG02,FY26 Approved,GBP,2554.46,Planning System,2026-09-18
BUD26-009827,2026-03-01,6740,CC130,P000,ENT01,REG03,FY26 Approved,GBP,2128.72,Planning System,2026-09-18
BUD26-009828,2026-03-01,6740,CC130,P000,ENT01,REG04,FY26 Approved,GBP,1702.98,Planning System,2026-09-18
BUD26-009829,2026-03-01,6740,CC130,P000,ENT02,REG01,FY26 Approved,GBP,696.67,Planning System,2026-09-18
BUD26-009830,2026-03-01,6740,CC130,P000,ENT02,REG02,FY26 Approved,GBP,5016.04,Planning System,2026-09-18
BUD26-009831,2026-03-01,6740,CC130,P000,ENT02,REG03,FY26 Approved,GBP,696.67,Planning System,2026-09-18
BUD26-009832,2026-03-01,6740,CC130,P000,ENT02,REG04,FY26 Approved,GBP,557.34,Planning System,2026-09-18
BUD26-009833,2026-03-01,6740,CC130,P000,ENT03,REG01,FY26 Approved,GBP,464.45,Planning System,2026-09-18
BUD26-009834,2026-03-01,6740,CC130,P000,ENT03,REG02,FY26 Approved,GBP,580.56,Planning System,2026-09-18
BUD26-009835,2026-03-01,6740,CC130,P000,ENT03,REG03,FY26 Approved,GBP,4296.14,Planning System,2026-09-18
BUD26-009836,2026-03-01,6740,CC130,P000,ENT03,REG04,FY26 Approved,GBP,464.45,Planning System,2026-09-18
BUD26-009837,2026-03-01,6740,CC130,P000,ENT04,REG01,FY26 Approved,GBP,371.56,Planning System,2026-09-18
BUD26-009838,2026-03-01,6740,CC130,P000,ENT04,REG02,FY26 Approved,GBP,464.45,Planning System,2026-09-18
BUD26-009839,2026-03-01,6740,CC130,P000,ENT04,REG03,FY26 Approved,GBP,557.34,Planning System,2026-09-18
BUD26-009840,2026-03-01,6740,CC130,P000,ENT04,REG04,FY26 Approved,GBP,3251.14,Planning System,2026-09-18
BUD26-009841,2026-04-01,6100,CC210,P000,ENT01,REG01,FY26 Approved,GBP,61057.92,Planning System,2026-09-18
BUD26-009842,2026-04-01,6100,CC210,P000,ENT01,REG02,FY26 Approved,GBP,10467.07,Planning System,2026-09-18
BUD26-009843,2026-04-01,6100,CC210,P000,ENT01,REG03,FY26 Approved,GBP,8722.56,Planning System,2026-09-18
BUD26-009844,2026-04-01,6100,CC210,P000,ENT01,REG04,FY26 Approved,GBP,6978.05,Planning System,2026-09-18
BUD26-009845,2026-04-01,6100,CC210,P000,ENT02,REG01,FY26 Approved,GBP,2854.66,Planning System,2026-09-18
BUD26-009846,2026-04-01,6100,CC210,P000,ENT02,REG02,FY26 Approved,GBP,20553.52,Planning System,2026-09-18
BUD26-009847,2026-04-01,6100,CC210,P000,ENT02,REG03,FY26 Approved,GBP,2854.66,Planning System,2026-09-18
BUD26-009848,2026-04-01,6100,CC210,P000,ENT02,REG04,FY26 Approved,GBP,2283.72,Planning System,2026-09-18
BUD26-009849,2026-04-01,6100,CC210,P000,ENT03,REG01,FY26 Approved,GBP,1903.10,Planning System,2026-09-18
BUD26-009850,2026-04-01,6100,CC210,P000,ENT03,REG02,FY26 Approved,GBP,2378.88,Planning System,2026-09-18
BUD26-009851,2026-04-01,6100,CC210,P000,ENT03,REG03,FY26 Approved,GBP,17603.71,Planning System,2026-09-18
BUD26-009852,2026-04-01,6100,CC210,P000,ENT03,REG04,FY26 Approved,GBP,1903.10,Planning System,2026-09-18
BUD26-009853,2026-04-01,6100,CC210,P000,ENT04,REG01,FY26 Approved,GBP,1522.48,Planning System,2026-09-18
BUD26-009854,2026-04-01,6100,CC210,P000,ENT04,REG02,FY26 Approved,GBP,1903.10,Planning System,2026-09-18
BUD26-009855,2026-04-01,6100,CC210,P000,ENT04,REG03,FY26 Approved,GBP,2283.72,Planning System,2026-09-18
BUD26-009856,2026-04-01,6100,CC210,P000,ENT04,REG04,FY26 Approved,GBP,13321.73,Planning System,2026-09-18
BUD26-009857,2026-04-01,6100,CC220,P000,ENT01,REG01,FY26 Approved,GBP,61057.92,Planning System,2026-09-18
BUD26-009858,2026-04-01,6100,CC220,P000,ENT01,REG02,FY26 Approved,GBP,10467.07,Planning System,2026-09-18
BUD26-009859,2026-04-01,6100,CC220,P000,ENT01,REG03,FY26 Approved,GBP,8722.56,Planning System,2026-09-18
BUD26-009860,2026-04-01,6100,CC220,P000,ENT01,REG04,FY26 Approved,GBP,6978.05,Planning System,2026-09-18
BUD26-009861,2026-04-01,6100,CC220,P000,ENT02,REG01,FY26 Approved,GBP,2854.66,Planning System,2026-09-18
BUD26-009862,2026-04-01,6100,CC220,P000,ENT02,REG02,FY26 Approved,GBP,20553.52,Planning System,2026-09-18
BUD26-009863,2026-04-01,6100,CC220,P000,ENT02,REG03,FY26 Approved,GBP,2854.66,Planning System,2026-09-18
BUD26-009864,2026-04-01,6100,CC220,P000,ENT02,REG04,FY26 Approved,GBP,2283.72,Planning System,2026-09-18
BUD26-009865,2026-04-01,6100,CC220,P000,ENT03,REG01,FY26 Approved,GBP,1903.10,Planning System,2026-09-18
BUD26-009866,2026-04-01,6100,CC220,P000,ENT03,REG02,FY26 Approved,GBP,2378.88,Planning System,2026-09-18
BUD26-009867,2026-04-01,6100,CC220,P000,ENT03,REG03,FY26 Approved,GBP,17603.71,Planning System,2026-09-18
BUD26-009868,2026-04-01,6100,CC220,P000,ENT03,REG04,FY26 Approved,GBP,1903.10,Planning System,2026-09-18
BUD26-009869,2026-04-01,6100,CC220,P000,ENT04,REG01,FY26 Approved,GBP,1522.48,Planning System,2026-09-18
BUD26-009870,2026-04-01,6100,CC220,P000,ENT04,REG02,FY26 Approved,GBP,1903.10,Planning System,2026-09-18
BUD26-009871,2026-04-01,6100,CC220,P000,ENT04,REG03,FY26 Approved,GBP,2283.72,Planning System,2026-09-18
BUD26-009872,2026-04-01,6100,CC220,P000,ENT04,REG04,FY26 Approved,GBP,13321.73,Planning System,2026-09-18
BUD26-009873,2026-04-01,6110,CC210,P001,ENT01,REG01,FY26 Approved,GBP,6105.79,Planning System,2026-09-18
BUD26-009874,2026-04-01,6110,CC210,P001,ENT01,REG02,FY26 Approved,GBP,1046.71,Planning System,2026-09-18
BUD26-009875,2026-04-01,6110,CC210,P001,ENT01,REG03,FY26 Approved,GBP,872.26,Planning System,2026-09-18
BUD26-009876,2026-04-01,6110,CC210,P001,ENT01,REG04,FY26 Approved,GBP,697.80,Planning System,2026-09-18
BUD26-009877,2026-04-01,6110,CC210,P001,ENT02,REG01,FY26 Approved,GBP,285.47,Planning System,2026-09-18
BUD26-009878,2026-04-01,6110,CC210,P001,ENT02,REG02,FY26 Approved,GBP,2055.35,Planning System,2026-09-18
BUD26-009879,2026-04-01,6110,CC210,P001,ENT02,REG03,FY26 Approved,GBP,285.47,Planning System,2026-09-18
BUD26-009880,2026-04-01,6110,CC210,P001,ENT02,REG04,FY26 Approved,GBP,228.37,Planning System,2026-09-18
BUD26-009881,2026-04-01,6110,CC210,P001,ENT03,REG01,FY26 Approved,GBP,190.31,Planning System,2026-09-18
BUD26-009882,2026-04-01,6110,CC210,P001,ENT03,REG02,FY26 Approved,GBP,237.89,Planning System,2026-09-18
BUD26-009883,2026-04-01,6110,CC210,P001,ENT03,REG03,FY26 Approved,GBP,1760.37,Planning System,2026-09-18
BUD26-009884,2026-04-01,6110,CC210,P001,ENT03,REG04,FY26 Approved,GBP,190.31,Planning System,2026-09-18
BUD26-009885,2026-04-01,6110,CC210,P001,ENT04,REG01,FY26 Approved,GBP,152.25,Planning System,2026-09-18
BUD26-009886,2026-04-01,6110,CC210,P001,ENT04,REG02,FY26 Approved,GBP,190.31,Planning System,2026-09-18
BUD26-009887,2026-04-01,6110,CC210,P001,ENT04,REG03,FY26 Approved,GBP,228.37,Planning System,2026-09-18
BUD26-009888,2026-04-01,6110,CC210,P001,ENT04,REG04,FY26 Approved,GBP,1332.17,Planning System,2026-09-18
BUD26-009889,2026-04-01,6110,CC220,P001,ENT01,REG01,FY26 Approved,GBP,6105.79,Planning System,2026-09-18
BUD26-009890,2026-04-01,6110,CC220,P001,ENT01,REG02,FY26 Approved,GBP,1046.71,Planning System,2026-09-18
BUD26-009891,2026-04-01,6110,CC220,P001,ENT01,REG03,FY26 Approved,GBP,872.26,Planning System,2026-09-18
BUD26-009892,2026-04-01,6110,CC220,P001,ENT01,REG04,FY26 Approved,GBP,697.80,Planning System,2026-09-18
BUD26-009893,2026-04-01,6110,CC220,P001,ENT02,REG01,FY26 Approved,GBP,285.47,Planning System,2026-09-18
BUD26-009894,2026-04-01,6110,CC220,P001,ENT02,REG02,FY26 Approved,GBP,2055.35,Planning System,2026-09-18
BUD26-009895,2026-04-01,6110,CC220,P001,ENT02,REG03,FY26 Approved,GBP,285.47,Planning System,2026-09-18
BUD26-009896,2026-04-01,6110,CC220,P001,ENT02,REG04,FY26 Approved,GBP,228.37,Planning System,2026-09-18
BUD26-009897,2026-04-01,6110,CC220,P001,ENT03,REG01,FY26 Approved,GBP,190.31,Planning System,2026-09-18
BUD26-009898,2026-04-01,6110,CC220,P001,ENT03,REG02,FY26 Approved,GBP,237.89,Planning System,2026-09-18
BUD26-009899,2026-04-01,6110,CC220,P001,ENT03,REG03,FY26 Approved,GBP,1760.37,Planning System,2026-09-18
BUD26-009900,2026-04-01,6110,CC220,P001,ENT03,REG04,FY26 Approved,GBP,190.31,Planning System,2026-09-18
BUD26-009901,2026-04-01,6110,CC220,P001,ENT04,REG01,FY26 Approved,GBP,152.25,Planning System,2026-09-18
BUD26-009902,2026-04-01,6110,CC220,P001,ENT04,REG02,FY26 Approved,GBP,190.31,Planning System,2026-09-18
BUD26-009903,2026-04-01,6110,CC220,P001,ENT04,REG03,FY26 Approved,GBP,228.37,Planning System,2026-09-18
BUD26-009904,2026-04-01,6110,CC220,P001,ENT04,REG04,FY26 Approved,GBP,1332.17,Planning System,2026-09-18
BUD26-009905,2026-04-01,6110,CC210,P002,ENT01,REG01,FY26 Approved,GBP,6105.79,Planning System,2026-09-18
BUD26-009906,2026-04-01,6110,CC210,P002,ENT01,REG02,FY26 Approved,GBP,1046.71,Planning System,2026-09-18
BUD26-009907,2026-04-01,6110,CC210,P002,ENT01,REG03,FY26 Approved,GBP,872.26,Planning System,2026-09-18
BUD26-009908,2026-04-01,6110,CC210,P002,ENT01,REG04,FY26 Approved,GBP,697.80,Planning System,2026-09-18
BUD26-009909,2026-04-01,6110,CC210,P002,ENT02,REG01,FY26 Approved,GBP,285.47,Planning System,2026-09-18
BUD26-009910,2026-04-01,6110,CC210,P002,ENT02,REG02,FY26 Approved,GBP,2055.35,Planning System,2026-09-18
BUD26-009911,2026-04-01,6110,CC210,P002,ENT02,REG03,FY26 Approved,GBP,285.47,Planning System,2026-09-18
BUD26-009912,2026-04-01,6110,CC210,P002,ENT02,REG04,FY26 Approved,GBP,228.37,Planning System,2026-09-18
BUD26-009913,2026-04-01,6110,CC210,P002,ENT03,REG01,FY26 Approved,GBP,190.31,Planning System,2026-09-18
BUD26-009914,2026-04-01,6110,CC210,P002,ENT03,REG02,FY26 Approved,GBP,237.89,Planning System,2026-09-18
BUD26-009915,2026-04-01,6110,CC210,P002,ENT03,REG03,FY26 Approved,GBP,1760.37,Planning System,2026-09-18
BUD26-009916,2026-04-01,6110,CC210,P002,ENT03,REG04,FY26 Approved,GBP,190.31,Planning System,2026-09-18
BUD26-009917,2026-04-01,6110,CC210,P002,ENT04,REG01,FY26 Approved,GBP,152.25,Planning System,2026-09-18
BUD26-009918,2026-04-01,6110,CC210,P002,ENT04,REG02,FY26 Approved,GBP,190.31,Planning System,2026-09-18
BUD26-009919,2026-04-01,6110,CC210,P002,ENT04,REG03,FY26 Approved,GBP,228.37,Planning System,2026-09-18
BUD26-009920,2026-04-01,6110,CC210,P002,ENT04,REG04,FY26 Approved,GBP,1332.17,Planning System,2026-09-18
BUD26-009921,2026-04-01,6110,CC220,P002,ENT01,REG01,FY26 Approved,GBP,6105.79,Planning System,2026-09-18
BUD26-009922,2026-04-01,6110,CC220,P002,ENT01,REG02,FY26 Approved,GBP,1046.71,Planning System,2026-09-18
BUD26-009923,2026-04-01,6110,CC220,P002,ENT01,REG03,FY26 Approved,GBP,872.26,Planning System,2026-09-18
BUD26-009924,2026-04-01,6110,CC220,P002,ENT01,REG04,FY26 Approved,GBP,697.80,Planning System,2026-09-18
BUD26-009925,2026-04-01,6110,CC220,P002,ENT02,REG01,FY26 Approved,GBP,285.47,Planning System,2026-09-18
