transaction_id,document_id,posting_date,account_code,cost_centre_code,product_code,entity_code,region_code,local_currency,local_amount,fx_rate_to_gbp,reporting_currency,reporting_amount_gbp,source_system,journal_type,description,load_date
TXN-0006464,DOC-20250814-024,2025-08-14,4300,CC420,P004,ENT04,REG02,EUR,49073.3,0.8658,GBP,42487.66,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4300,2026-09-24
TXN-0006465,DOC-20250814-025,2025-08-14,6400,CC330,P000,ENT01,REG02,GBP,12349.63,1.0,GBP,12349.63,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6400,2026-09-24
TXN-0006466,DOC-20250814-026,2025-08-14,6710,CC130,P000,ENT01,REG01,GBP,10330.46,1.0,GBP,10330.46,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6710,2026-09-24
TXN-0006467,DOC-20250814-027,2025-08-14,4300,CC420,P004,ENT01,REG01,GBP,17761.58,1.0,GBP,17761.58,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4300,2026-09-24
TXN-0006468,DOC-20250814-028,2025-08-14,4120,CC210,P003,ENT01,REG01,GBP,26984.87,1.0,GBP,26984.87,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4120,2026-09-24
TXN-0006469,DOC-20250814-029,2025-08-14,6210,CC230,P002,ENT01,REG03,GBP,11076.76,1.0,GBP,11076.76,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6210,2026-09-24
TXN-0006470,DOC-20250814-030,2025-08-14,5300,CC410,P003,ENT04,REG04,EUR,15343.89,0.8658,GBP,13284.74,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5300,2026-09-24
TXN-0006471,DOC-20250814-031,2025-08-14,4300,CC420,P004,ENT01,REG01,GBP,4960.67,1.0,GBP,4960.67,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4300,2026-09-24
TXN-0006472,DOC-20250814-032,2025-08-14,4200,CC210,P003,ENT02,REG02,EUR,12687.88,0.8658,GBP,10985.17,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4200,2026-09-24
TXN-0006473,DOC-20250814-033,2025-08-14,6220,CC230,P000,ENT02,REG02,EUR,3207.24,0.8658,GBP,2776.83,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6220,2026-09-24
TXN-0006474,DOC-20250814-034,2025-08-14,4300,CC420,P004,ENT01,REG01,GBP,22904.5,1.0,GBP,22904.5,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4300,2026-09-24
TXN-0006475,DOC-20250814-035,2025-08-14,6200,CC230,P000,ENT01,REG01,GBP,9072.49,1.0,GBP,9072.49,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6200,2026-09-24
TXN-0006476,DOC-20250814-036,2025-08-14,5300,CC410,P003,ENT01,REG01,GBP,16689.67,1.0,GBP,16689.67,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5300,2026-09-24
TXN-0006477,DOC-20250814-037,2025-08-14,4300,CC420,P004,ENT02,REG02,EUR,25361.85,0.8658,GBP,21958.29,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4300,2026-09-24
TXN-0006478,DOC-20250814-038,2025-08-14,4200,CC210,P003,ENT01,REG02,GBP,25223.89,1.0,GBP,25223.89,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4200,2026-09-24
TXN-0006479,DOC-20250814-039,2025-08-14,5100,CC330,P003,ENT01,REG01,GBP,10571.98,1.0,GBP,10571.98,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5100,2026-09-24
TXN-0006480,DOC-20250814-040,2025-08-14,6220,CC230,P002,ENT04,REG01,EUR,18542.35,0.8658,GBP,16053.97,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6220,2026-09-24
TXN-0006481,DOC-20250815-001,2025-08-15,4100,CC210,P001,ENT01,REG01,GBP,23121.87,1.0,GBP,23121.87,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4100,2026-09-24
TXN-0006482,DOC-20250815-002,2025-08-15,5110,CC310,P003,ENT04,REG04,EUR,19409.9,0.8658,GBP,16805.09,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5110,2026-09-24
TXN-0006483,DOC-20250815-003,2025-08-15,6410,CC330,P000,ENT02,REG02,EUR,13769.03,0.8658,GBP,11921.23,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6410,2026-09-24
TXN-0006484,DOC-20250815-004,2025-08-15,6600,CC120,P000,ENT01,REG03,GBP,2923.23,1.0,GBP,2923.23,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6600,2026-09-24
TXN-0006485,DOC-20250815-005,2025-08-15,6120,CC210,P000,ENT01,REG01,GBP,15393.02,1.0,GBP,15393.02,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6120,2026-09-24
TXN-0006486,DOC-20250815-006,2025-08-15,4900,CC110,P000,ENT03,REG04,EUR,38416.15,0.8658,GBP,33260.7,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4900,2026-09-24
TXN-0006487,DOC-20250815-007,2025-08-15,6730,CC130,P000,ENT04,REG02,EUR,8650.49,0.8658,GBP,7489.59,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6730,2026-09-24
TXN-0006488,DOC-20250815-008,2025-08-15,5400,CC420,P004,ENT04,REG04,EUR,13566.76,0.8658,GBP,11746.1,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5400,2026-09-24
TXN-0006489,DOC-20250815-009,2025-08-15,6210,CC230,P001,ENT01,REG01,GBP,8459.78,1.0,GBP,8459.78,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6210,2026-09-24
TXN-0006490,DOC-20250815-010,2025-08-15,6650,CC120,P000,ENT01,REG04,GBP,1832.92,1.0,GBP,1832.92,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6650,2026-09-24
TXN-0006491,DOC-20250815-011,2025-08-15,6300,CC310,P001,ENT03,REG03,EUR,17033.46,0.8658,GBP,14747.57,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6300,2026-09-24
TXN-0006492,DOC-20250815-012,2025-08-15,5300,CC410,P003,ENT01,REG02,GBP,3939.86,1.0,GBP,3939.86,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5300,2026-09-24
TXN-0006493,DOC-20250815-013,2025-08-15,6650,CC110,P000,ENT02,REG02,EUR,5764.6,0.8658,GBP,4990.99,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6650,2026-09-24
TXN-0006494,DOC-20250815-014,2025-08-15,6660,CC120,P000,ENT01,REG01,GBP,15005.56,1.0,GBP,15005.56,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6660,2026-09-24
TXN-0006495,DOC-20250815-015,2025-08-15,6330,CC310,P003,ENT01,REG01,GBP,9823.66,1.0,GBP,9823.66,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6330,2026-09-24
TXN-0006496,DOC-20250815-016,2025-08-15,6730,CC130,P000,ENT03,REG03,EUR,11602.15,0.8658,GBP,10045.14,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6730,2026-09-24
TXN-0006497,DOC-20250815-017,2025-08-15,4100,CC220,P001,ENT01,REG02,GBP,36047.71,1.0,GBP,36047.71,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4100,2026-09-24
TXN-0006498,DOC-20250815-018,2025-08-15,6120,CC220,P000,ENT02,REG02,EUR,15817.56,0.8658,GBP,13694.84,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6120,2026-09-24
TXN-0006499,DOC-20250815-019,2025-08-15,6210,CC230,P001,ENT04,REG04,EUR,5686.68,0.8658,GBP,4923.53,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6210,2026-09-24
TXN-0006500,DOC-20250815-020,2025-08-15,6730,CC130,P000,ENT01,REG04,GBP,14669.68,1.0,GBP,14669.68,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6730,2026-09-24
TXN-0006501,DOC-20250815-021,2025-08-15,4900,CC110,P000,ENT01,REG01,GBP,25212.82,1.0,GBP,25212.82,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4900,2026-09-24
TXN-0006502,DOC-20250815-022,2025-08-15,4200,CC210,P003,ENT02,REG02,EUR,29470.65,0.8658,GBP,25515.69,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4200,2026-09-24
TXN-0006503,DOC-20250815-023,2025-08-15,5200,CC410,P004,ENT01,REG04,GBP,13339.82,1.0,GBP,13339.82,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5200,2026-09-24
TXN-0006504,DOC-20250815-024,2025-08-15,4120,CC220,P003,ENT01,REG01,GBP,42561.44,1.0,GBP,42561.44,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4120,2026-09-24
TXN-0006505,DOC-20250815-025,2025-08-15,4900,CC110,P000,ENT01,REG01,GBP,40148.68,1.0,GBP,40148.68,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4900,2026-09-24
TXN-0006506,DOC-20250815-026,2025-08-15,6110,CC210,P002,ENT01,REG02,GBP,6889.21,1.0,GBP,6889.21,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6110,2026-09-24
TXN-0006507,DOC-20250815-027,2025-08-15,6400,CC330,P000,ENT02,REG03,EUR,18921.63,0.8658,GBP,16382.35,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6400,2026-09-24
TXN-0006508,DOC-20250815-028,2025-08-15,5100,CC310,P003,ENT04,REG01,EUR,17258.89,0.8658,GBP,14942.75,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5100,2026-09-24
TXN-0006509,DOC-20250815-029,2025-08-15,5200,CC410,P001,ENT01,REG01,GBP,8125.11,1.0,GBP,8125.11,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5200,2026-09-24
TXN-0006510,DOC-20250815-030,2025-08-15,4300,CC420,P004,ENT01,REG01,GBP,29092.35,1.0,GBP,29092.35,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4300,2026-09-24
TXN-0006511,DOC-20250815-031,2025-08-15,6740,CC130,P000,ENT04,REG04,EUR,11146.96,0.8658,GBP,9651.04,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6740,2026-09-24
TXN-0006512,DOC-20250815-032,2025-08-15,4200,CC210,P003,ENT01,REG01,GBP,38954.97,1.0,GBP,38954.97,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4200,2026-09-24
TXN-0006513,DOC-20250815-033,2025-08-15,6730,CC130,P000,ENT02,REG01,EUR,14064.7,0.8658,GBP,12177.22,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6730,2026-09-24
TXN-0006514,DOC-20250815-034,2025-08-15,5200,CC410,P003,ENT01,REG01,GBP,2073.61,1.0,GBP,2073.61,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5200,2026-09-24
TXN-0006515,DOC-20250815-035,2025-08-15,4100,CC210,P001,ENT01,REG01,GBP,36284.43,1.0,GBP,36284.43,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4100,2026-09-24
TXN-0006516,DOC-20250815-036,2025-08-15,6300,CC310,P000,ENT04,REG04,EUR,8891.28,0.8658,GBP,7698.07,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6300,2026-09-24
TXN-0006517,DOC-20250815-037,2025-08-15,4300,CC420,P004,ENT04,REG03,EUR,6832.48,0.8658,GBP,5915.56,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4300,2026-09-24
TXN-0006518,DOC-20250815-038,2025-08-15,6730,CC130,P000,ENT03,REG03,EUR,4436.79,0.8658,GBP,3841.37,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6730,2026-09-24
TXN-0006519,DOC-20250815-039,2025-08-15,4200,CC220,P003,ENT01,REG04,GBP,28632.12,1.0,GBP,28632.12,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4200,2026-09-24
TXN-0006520,DOC-20250815-040,2025-08-15,6410,CC330,P000,ENT04,REG01,EUR,14587.46,0.8658,GBP,12629.82,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6410,2026-09-24
TXN-0006521,DOC-20250818-001,2025-08-18,4120,CC210,P003,ENT01,REG03,GBP,40839.23,1.0,GBP,40839.23,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4120,2026-09-24
TXN-0006522,DOC-20250818-002,2025-08-18,6110,CC210,P003,ENT02,REG04,EUR,16290.98,0.8658,GBP,14104.73,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6110,2026-09-24
TXN-0006523,DOC-20250818-003,2025-08-18,6330,CC310,P003,ENT04,REG04,EUR,10550.96,0.8658,GBP,9135.02,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6330,2026-09-24
TXN-0006524,DOC-20250818-004,2025-08-18,6710,CC130,P000,ENT03,REG04,EUR,11996.44,0.8658,GBP,10386.52,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6710,2026-09-24
TXN-0006525,DOC-20250818-005,2025-08-18,6200,CC230,P000,ENT01,REG01,GBP,11188.62,1.0,GBP,11188.62,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6200,2026-09-24
TXN-0006526,DOC-20250818-006,2025-08-18,6700,CC130,P000,ENT01,REG01,GBP,5967.91,1.0,GBP,5967.91,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6700,2026-09-24
TXN-0006527,DOC-20250818-007,2025-08-18,6400,CC330,P000,ENT01,REG01,GBP,13948.62,1.0,GBP,13948.62,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6400,2026-09-24
TXN-0006528,DOC-20250818-008,2025-08-18,4900,CC110,P000,ENT01,REG04,GBP,30073.73,1.0,GBP,30073.73,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4900,2026-09-24
TXN-0006529,DOC-20250818-009,2025-08-18,5300,CC410,P003,ENT01,REG01,GBP,10999.64,1.0,GBP,10999.64,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5300,2026-09-24
TXN-0006530,DOC-20250818-010,2025-08-18,4900,CC110,P000,ENT01,REG01,GBP,11654.92,1.0,GBP,11654.92,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4900,2026-09-24
TXN-0006531,DOC-20250818-011,2025-08-18,6620,CC140,P000,ENT01,REG01,GBP,10301.99,1.0,GBP,10301.99,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6620,2026-09-24
TXN-0006532,DOC-20250818-012,2025-08-18,4300,CC420,P004,ENT02,REG02,EUR,21837.76,0.8658,GBP,18907.13,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4300,2026-09-24
TXN-0006533,DOC-20250818-013,2025-08-18,4400,CC430,P004,ENT02,REG02,EUR,6064.26,0.8658,GBP,5250.44,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4400,2026-09-24
TXN-0006534,DOC-20250818-014,2025-08-18,5100,CC330,P001,ENT01,REG01,GBP,15890.89,1.0,GBP,15890.89,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5100,2026-09-24
TXN-0006535,DOC-20250818-015,2025-08-18,4200,CC210,P003,ENT03,REG03,EUR,23882.43,0.8658,GBP,20677.41,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4200,2026-09-24
TXN-0006536,DOC-20250818-016,2025-08-18,6610,CC120,P000,ENT04,REG04,EUR,2030.15,0.8658,GBP,1757.7,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6610,2026-09-24
TXN-0006537,DOC-20250818-017,2025-08-18,6700,CC130,P000,ENT01,REG01,GBP,16264.29,1.0,GBP,16264.29,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6700,2026-09-24
TXN-0006538,DOC-20250818-018,2025-08-18,6710,CC130,P000,ENT01,REG01,GBP,11364.97,1.0,GBP,11364.97,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6710,2026-09-24
TXN-0006539,DOC-20250818-019,2025-08-18,4900,CC110,P000,ENT02,REG02,EUR,11614.4,0.8658,GBP,10055.75,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4900,2026-09-24
TXN-0006540,DOC-20250818-020,2025-08-18,6400,CC330,P000,ENT01,REG01,GBP,5974.64,1.0,GBP,5974.64,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6400,2026-09-24
TXN-0006541,DOC-20250818-021,2025-08-18,4120,CC210,P003,ENT01,REG01,GBP,8104.91,1.0,GBP,8104.91,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4120,2026-09-24
TXN-0006542,DOC-20250818-022,2025-08-18,4120,CC220,P003,ENT01,REG04,GBP,26593.31,1.0,GBP,26593.31,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4120,2026-09-24
TXN-0006543,DOC-20250818-023,2025-08-18,6420,CC330,P000,ENT01,REG01,GBP,5493.64,1.0,GBP,5493.64,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6420,2026-09-24
TXN-0006544,DOC-20250818-024,2025-08-18,6700,CC130,P000,ENT02,REG02,EUR,1512.84,0.8658,GBP,1309.82,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6700,2026-09-24
TXN-0006545,DOC-20250818-025,2025-08-18,5110,CC310,P003,ENT01,REG02,GBP,9120.91,1.0,GBP,9120.91,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5110,2026-09-24
TXN-0006546,DOC-20250818-026,2025-08-18,5100,CC310,P003,ENT01,REG04,GBP,8168.88,1.0,GBP,8168.88,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5100,2026-09-24
TXN-0006547,DOC-20250818-027,2025-08-18,6400,CC330,P000,ENT04,REG04,EUR,4815.11,0.8658,GBP,4168.92,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6400,2026-09-24
TXN-0006548,DOC-20250818-028,2025-08-18,4300,CC420,P004,ENT01,REG01,GBP,10323.14,1.0,GBP,10323.14,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4300,2026-09-24
TXN-0006549,DOC-20250818-029,2025-08-18,4100,CC220,P001,ENT04,REG02,EUR,25661.94,0.8658,GBP,22218.11,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4100,2026-09-24
TXN-0006550,DOC-20250818-030,2025-08-18,6200,CC230,P000,ENT01,REG01,GBP,9801.77,1.0,GBP,9801.77,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6200,2026-09-24
TXN-0006551,DOC-20250818-031,2025-08-18,5110,CC310,P004,ENT02,REG02,EUR,11632.62,0.8658,GBP,10071.52,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5110,2026-09-24
TXN-0006552,DOC-20250818-032,2025-08-18,4900,CC110,P000,ENT01,REG01,GBP,24474.59,1.0,GBP,24474.59,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4900,2026-09-24
TXN-0006553,DOC-20250818-033,2025-08-18,6600,CC120,P000,ENT03,REG03,EUR,3750.81,0.8658,GBP,3247.45,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6600,2026-09-24
TXN-0006554,DOC-20250818-034,2025-08-18,5100,CC330,P002,ENT01,REG01,GBP,12991.13,1.0,GBP,12991.13,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5100,2026-09-24
TXN-0006555,DOC-20250818-035,2025-08-18,4100,CC220,P001,ENT02,REG02,EUR,34956.71,0.8658,GBP,30265.52,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4100,2026-09-24
TXN-0006556,DOC-20250818-036,2025-08-18,6110,CC210,P004,ENT01,REG01,GBP,1876.88,1.0,GBP,1876.88,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6110,2026-09-24
TXN-0006557,DOC-20250818-037,2025-08-18,5300,CC410,P003,ENT01,REG01,GBP,12841.05,1.0,GBP,12841.05,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5300,2026-09-24
TXN-0006558,DOC-20250818-038,2025-08-18,5300,CC410,P003,ENT04,REG04,EUR,2163.1,0.8658,GBP,1872.81,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5300,2026-09-24
TXN-0006559,DOC-20250818-039,2025-08-18,4300,CC420,P004,ENT01,REG03,GBP,12816.52,1.0,GBP,12816.52,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4300,2026-09-24
TXN-0006560,DOC-20250818-040,2025-08-18,4900,CC110,P000,ENT04,REG04,EUR,14793.81,0.8658,GBP,12808.48,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4900,2026-09-24
TXN-0006561,DOC-20250819-001,2025-08-19,5110,CC330,P003,ENT01,REG01,GBP,15755.82,1.0,GBP,15755.82,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5110,2026-09-24
TXN-0006562,DOC-20250819-002,2025-08-19,5400,CC420,P004,ENT02,REG03,EUR,6739.91,0.8658,GBP,5835.41,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5400,2026-09-24
TXN-0006563,DOC-20250819-003,2025-08-19,6650,CC110,P000,ENT01,REG03,GBP,10433.07,1.0,GBP,10433.07,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6650,2026-09-24
TXN-0006564,DOC-20250819-004,2025-08-19,6120,CC210,P000,ENT04,REG04,EUR,12647.96,0.8658,GBP,10950.6,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6120,2026-09-24
TXN-0006565,DOC-20250819-005,2025-08-19,4100,CC220,P001,ENT01,REG02,GBP,31523.15,1.0,GBP,31523.15,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4100,2026-09-24
TXN-0006566,DOC-20250819-006,2025-08-19,6730,CC130,P000,ENT01,REG01,GBP,11640.32,1.0,GBP,11640.32,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6730,2026-09-24
TXN-0006567,DOC-20250819-007,2025-08-19,4900,CC110,P000,ENT01,REG01,GBP,8865.42,1.0,GBP,8865.42,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4900,2026-09-24
TXN-0006568,DOC-20250819-008,2025-08-19,6230,CC230,P002,ENT01,REG03,GBP,10816.37,1.0,GBP,10816.37,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6230,2026-09-24
TXN-0006569,DOC-20250819-009,2025-08-19,6210,CC230,P002,ENT03,REG03,EUR,1803.56,0.8658,GBP,1561.52,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6210,2026-09-24
TXN-0006570,DOC-20250819-010,2025-08-19,6650,CC120,P000,ENT01,REG01,GBP,7831.58,1.0,GBP,7831.58,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6650,2026-09-24
TXN-0006571,DOC-20250819-011,2025-08-19,6740,CC130,P000,ENT01,REG01,GBP,11244.02,1.0,GBP,11244.02,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6740,2026-09-24
TXN-0006572,DOC-20250819-012,2025-08-19,5300,CC410,P003,ENT01,REG01,GBP,13811.56,1.0,GBP,13811.56,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5300,2026-09-24
TXN-0006573,DOC-20250819-013,2025-08-19,4400,CC430,P004,ENT03,REG03,EUR,14069.05,0.8658,GBP,12180.98,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4400,2026-09-24
TXN-0006574,DOC-20250819-014,2025-08-19,6310,CC310,P002,ENT03,REG03,EUR,1985.27,0.8658,GBP,1718.85,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6310,2026-09-24
TXN-0006575,DOC-20250819-015,2025-08-19,6730,CC130,P000,ENT02,REG02,EUR,14479.37,0.8658,GBP,12536.24,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6730,2026-09-24
TXN-0006576,DOC-20250819-016,2025-08-19,6650,CC140,P000,ENT02,REG02,EUR,16884.29,0.8658,GBP,14618.42,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6650,2026-09-24
TXN-0006577,DOC-20250819-017,2025-08-19,5200,CC410,P002,ENT02,REG04,EUR,1711.99,0.8658,GBP,1482.24,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5200,2026-09-24
TXN-0006578,DOC-20250819-018,2025-08-19,5100,CC330,P001,ENT03,REG03,EUR,2238.9,0.8658,GBP,1938.44,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5100,2026-09-24
TXN-0006579,DOC-20250819-019,2025-08-19,6740,CC130,P000,ENT01,REG04,GBP,15687.48,1.0,GBP,15687.48,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6740,2026-09-24
TXN-0006580,DOC-20250819-020,2025-08-19,5200,CC410,P001,ENT02,REG01,EUR,18252.83,0.8658,GBP,15803.3,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5200,2026-09-24
TXN-0006581,DOC-20250819-021,2025-08-19,6100,CC210,P000,ENT01,REG01,GBP,3400.06,1.0,GBP,3400.06,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6100,2026-09-24
TXN-0006582,DOC-20250819-022,2025-08-19,5110,CC420,P004,ENT01,REG01,GBP,15279.4,1.0,GBP,15279.4,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5110,2026-09-24
TXN-0006583,DOC-20250819-023,2025-08-19,4120,CC210,P003,ENT01,REG01,GBP,5957.27,1.0,GBP,5957.27,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4120,2026-09-24
TXN-0006584,DOC-20250819-024,2025-08-19,4400,CC430,P004,ENT01,REG01,GBP,6596.74,1.0,GBP,6596.74,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4400,2026-09-24
TXN-0006585,DOC-20250819-025,2025-08-19,5100,CC330,P003,ENT01,REG03,GBP,6268.44,1.0,GBP,6268.44,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5100,2026-09-24
TXN-0006586,DOC-20250819-026,2025-08-19,5400,CC420,P004,ENT02,REG02,EUR,15822.97,0.8658,GBP,13699.53,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5400,2026-09-24
TXN-0006587,DOC-20250819-027,2025-08-19,4110,CC210,P002,ENT04,REG04,EUR,28348.29,0.8658,GBP,24543.95,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4110,2026-09-24
TXN-0006588,DOC-20250819-028,2025-08-19,5200,CC410,P004,ENT01,REG02,GBP,14156.74,1.0,GBP,14156.74,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5200,2026-09-24
TXN-0006589,DOC-20250819-029,2025-08-19,6640,CC110,P000,ENT01,REG01,GBP,3539.36,1.0,GBP,3539.36,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6640,2026-09-24
TXN-0006590,DOC-20250819-030,2025-08-19,4110,CC220,P002,ENT01,REG04,GBP,16790.13,1.0,GBP,16790.13,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4110,2026-09-24
TXN-0006591,DOC-20250819-031,2025-08-19,6720,CC130,P000,ENT01,REG01,GBP,7491.87,1.0,GBP,7491.87,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6720,2026-09-24
TXN-0006592,DOC-20250819-032,2025-08-19,4200,CC210,P003,ENT02,REG02,EUR,3115.57,0.8658,GBP,2697.46,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4200,2026-09-24
TXN-0006593,DOC-20250819-033,2025-08-19,6620,CC120,P000,ENT01,REG01,GBP,16090.46,1.0,GBP,16090.46,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6620,2026-09-24
TXN-0006594,DOC-20250819-034,2025-08-19,5400,CC420,P004,ENT04,REG04,EUR,12028.16,0.8658,GBP,10413.98,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5400,2026-09-24
